Div,Date,Time,Season,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,AvgH,AvgD,AvgA,B365H,B365D,B365A,match_id
E0,1995-10-30,,1995/96,Bolton,Arsenal,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01034
E0,1995-11-04,,1995/96,Arsenal,Man United,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01035
E0,1995-11-04,,1995/96,Chelsea,Sheffield Weds,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01036
E0,1995-11-04,,1995/96,Coventry,Tottenham,2.0,3.0,A,1.0,2.0,A,,,,,,,,,,,,,,,,,,,EPL-01037
E0,1995-11-04,,1995/96,Man City,Bolton,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01038
E0,1995-11-04,,1995/96,Middlesbrough,Leeds,1.0,1.0,D,1.0,1.0,D,,,,,,,,,,,,,,,,,,,EPL-01039
E0,1995-11-04,,1995/96,Newcastle,Liverpool,2.0,1.0,H,1.0,1.0,D,,,,,,,,,,,,,,,,,,,EPL-01040
E0,1995-11-04,,1995/96,Southampton,QPR,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01041
E0,1995-11-04,,1995/96,West Ham,Aston Villa,1.0,4.0,A,0.0,1.0,A,,,,,,,,,,,,,,,,,,,EPL-01042
E0,1995-11-05,,1995/96,Everton,Blackburn,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01043
E0,1995-11-06,,1995/96,Nott'm Forest,Wimbledon,4.0,1.0,H,2.0,1.0,H,,,,,,,,,,,,,,,,,,,EPL-01044
E0,1995-11-08,,1995/96,Newcastle,Blackburn,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01045
E0,1995-11-18,,1995/96,Aston Villa,Newcastle,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01046
E0,1995-11-18,,1995/96,Blackburn,Nott'm Forest,7.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01047
E0,1995-11-18,,1995/96,Bolton,West Ham,0.0,3.0,A,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01048
E0,1995-11-18,,1995/96,Leeds,Chelsea,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01049
E0,1995-11-18,,1995/96,Liverpool,Everton,1.0,2.0,A,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01050
E0,1995-11-18,,1995/96,Man United,Southampton,4.0,1.0,H,3.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01051
E0,1995-11-18,,1995/96,Sheffield Weds,Man City,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01052
E0,1995-11-18,,1995/96,Tottenham,Arsenal,2.0,1.0,H,1.0,1.0,D,,,,,,,,,,,,,,,,,,,EPL-01053
E0,1995-11-18,,1995/96,Wimbledon,Middlesbrough,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01054
E0,1995-11-19,,1995/96,QPR,Coventry,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01055
E0,1995-11-20,,1995/96,Southampton,Aston Villa,0.0,1.0,A,0.0,1.0,A,,,,,,,,,,,,,,,,,,,EPL-01056
E0,1995-11-21,,1995/96,Arsenal,Sheffield Weds,4.0,2.0,H,1.0,2.0,A,,,,,,,,,,,,,,,,,,,EPL-01057
E0,1995-11-21,,1995/96,Middlesbrough,Tottenham,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01058
E0,1995-11-22,,1995/96,Chelsea,Bolton,3.0,2.0,H,1.0,1.0,D,,,,,,,,,,,,,,,,,,,EPL-01059
E0,1995-11-22,,1995/96,Coventry,Man United,0.0,4.0,A,0.0,1.0,A,,,,,,,,,,,,,,,,,,,EPL-01060
E0,1995-11-22,,1995/96,Everton,QPR,2.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01061
E0,1995-11-22,,1995/96,Man City,Wimbledon,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01062
E0,1995-11-22,,1995/96,West Ham,Liverpool,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01063
E0,1995-11-25,,1995/96,Chelsea,Tottenham,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01064
E0,1995-11-25,,1995/96,Coventry,Wimbledon,3.0,3.0,D,1.0,2.0,A,,,,,,,,,,,,,,,,,,,EPL-01065
E0,1995-11-25,,1995/96,Everton,Sheffield Weds,2.0,2.0,D,1.0,2.0,A,,,,,,,,,,,,,,,,,,,EPL-01066
E0,1995-11-25,,1995/96,Man City,Aston Villa,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01067
E0,1995-11-25,,1995/96,Middlesbrough,Liverpool,2.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01068
E0,1995-11-25,,1995/96,Newcastle,Leeds,2.0,1.0,H,0.0,1.0,A,,,,,,,,,,,,,,,,,,,EPL-01069
E0,1995-11-25,,1995/96,Southampton,Bolton,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01070
E0,1995-11-25,,1995/96,West Ham,QPR,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01071
E0,1995-11-26,,1995/96,Arsenal,Blackburn,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01072
E0,1995-11-27,,1995/96,Nott'm Forest,Man United,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01073
E0,1995-12-02,,1995/96,Aston Villa,Arsenal,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01074
E0,1995-12-02,,1995/96,Blackburn,West Ham,4.0,2.0,H,3.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01075
E0,1995-12-02,,1995/96,Bolton,Nott'm Forest,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01076
E0,1995-12-02,,1995/96,Leeds,Man City,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01077
E0,1995-12-02,,1995/96,Liverpool,Southampton,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01078
E0,1995-12-02,,1995/96,Man United,Chelsea,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01079
E0,1995-12-02,,1995/96,QPR,Middlesbrough,1.0,1.0,D,1.0,1.0,D,,,,,,,,,,,,,,,,,,,EPL-01080
E0,1995-12-02,,1995/96,Tottenham,Everton,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01081
E0,1995-12-03,,1995/96,Wimbledon,Newcastle,3.0,3.0,D,2.0,3.0,A,,,,,,,,,,,,,,,,,,,EPL-01082
E0,1995-12-04,,1995/96,Sheffield Weds,Coventry,4.0,3.0,H,2.0,2.0,D,,,,,,,,,,,,,,,,,,,EPL-01083
E0,1995-12-09,,1995/96,Bolton,Liverpool,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01084
E0,1995-12-09,,1995/96,Chelsea,Newcastle,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01085
E0,1995-12-09,,1995/96,Coventry,Blackburn,5.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01086
E0,1995-12-09,,1995/96,Leeds,Wimbledon,1.0,1.0,D,0.0,1.0,A,,,,,,,,,,,,,,,,,,,EPL-01087
E0,1995-12-09,,1995/96,Man United,Sheffield Weds,2.0,2.0,D,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01088
E0,1995-12-09,,1995/96,Middlesbrough,Man City,4.0,1.0,H,1.0,1.0,D,,,,,,,,,,,,,,,,,,,EPL-01089
E0,1995-12-09,,1995/96,Southampton,Arsenal,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01090
E0,1995-12-09,,1995/96,Tottenham,QPR,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01091
E0,1995-12-10,,1995/96,Nott'm Forest,Aston Villa,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01092
E0,1995-12-11,,1995/96,Everton,West Ham,3.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01093
E0,1995-12-16,,1995/96,Arsenal,Chelsea,1.0,1.0,D,0.0,1.0,A,,,,,,,,,,,,,,,,,,,EPL-01094
E0,1995-12-16,,1995/96,Aston Villa,Coventry,4.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01095
E0,1995-12-16,,1995/96,Blackburn,Middlesbrough,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01096
E0,1995-12-16,,1995/96,Newcastle,Everton,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01097
E0,1995-12-16,,1995/96,QPR,Bolton,2.0,1.0,H,1.0,1.0,D,,,,,,,,,,,,,,,,,,,EPL-01098
E0,1995-12-16,,1995/96,Sheffield Weds,Leeds,6.0,2.0,H,3.0,1.0,H,,,,,,,,,,,,,,,,,,,EPL-01099
E0,1995-12-16,,1995/96,West Ham,Southampton,2.0,1.0,H,0.0,1.0,A,,,,,,,,,,,,,,,,,,,EPL-01100
E0,1995-12-16,,1995/96,Wimbledon,Tottenham,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01101
E0,1995-12-17,,1995/96,Liverpool,Man United,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01102
E0,1995-12-18,,1995/96,Man City,Nott'm Forest,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01103
E0,1995-12-23,,1995/96,Coventry,Everton,2.0,1.0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01104
E0,1995-12-23,,1995/96,Liverpool,Arsenal,3.0,1.0,H,1.0,1.0,D,,,,,,,,,,,,,,,,,,,EPL-01105
E0,1995-12-23,,1995/96,Man City,Chelsea,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01106
E0,1995-12-23,,1995/96,Middlesbrough,West Ham,4.0,2.0,H,3.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01107
E0,1995-12-23,,1995/96,Newcastle,Nott'm Forest,3.0,1.0,H,2.0,1.0,H,,,,,,,,,,,,,,,,,,,EPL-01108
E0,1995-12-23,,1995/96,QPR,Aston Villa,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01109
E0,1995-12-23,,1995/96,Sheffield Weds,Southampton,2.0,2.0,D,1.0,1.0,D,,,,,,,,,,,,,,,,,,,EPL-01110
E0,1995-12-23,,1995/96,Tottenham,Bolton,2.0,2.0,D,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01111
E0,1995-12-23,,1995/96,Wimbledon,Blackburn,1.0,1.0,D,0.0,1.0,A,,,,,,,,,,,,,,,,,,,EPL-01112
E0,1995-12-24,,1995/96,Leeds,Man United,3.0,1.0,H,2.0,1.0,H,,,,,,,,,,,,,,,,,,,EPL-01113
E0,1995-12-26,,1995/96,Arsenal,QPR,3.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01114
E0,1995-12-26,,1995/96,Blackburn,Man City,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01115
E0,1995-12-26,,1995/96,Chelsea,Wimbledon,1.0,2.0,A,1.0,2.0,A,,,,,,,,,,,,,,,,,,,EPL-01116
E0,1995-12-26,,1995/96,Everton,Middlesbrough,4.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01117
E0,1995-12-26,,1995/96,Nott'm Forest,Sheffield Weds,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01118
E0,1995-12-26,,1995/96,Southampton,Tottenham,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01119
E0,1995-12-27,,1995/96,Bolton,Leeds,0.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,,,,,,,,EPL-01120
E0,1995-12-27,,1995/96,Man United,Newcastle,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01121
E0,1995-12-30,,1995/96,Arsenal,Wimbledon,1.0,3.0,A,1.0,1.0,D,,,,,,,,,,,,,,,,,,,EPL-01122
E0,1995-12-30,,1995/96,Blackburn,Tottenham,2.0,1.0,H,2.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01123
E0,1995-12-30,,1995/96,Bolton,Coventry,1.0,2.0,A,1.0,1.0,D,,,,,,,,,,,,,,,,,,,EPL-01124
E0,1995-12-30,,1995/96,Chelsea,Liverpool,2.0,2.0,D,2.0,1.0,H,,,,,,,,,,,,,,,,,,,EPL-01125
E0,1995-12-30,,1995/96,Everton,Leeds,2.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01126
E0,1995-12-30,,1995/96,Man United,QPR,2.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01127
E0,1995-12-30,,1995/96,Nott'm Forest,Middlesbrough,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01128
E0,1996-01-01,,1995/96,Coventry,Southampton,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01129
E0,1996-01-01,,1995/96,Leeds,Blackburn,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01130
E0,1996-01-01,,1995/96,Liverpool,Nott'm Forest,4.0,2.0,H,2.0,2.0,D,,,,,,,,,,,,,,,,,,,EPL-01131
E0,1996-01-01,,1995/96,Man City,West Ham,2.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01132
E0,1996-01-01,,1995/96,Middlesbrough,Aston Villa,0.0,2.0,A,0.0,2.0,A,,,,,,,,,,,,,,,,,,,EPL-01133
E0,1996-01-01,,1995/96,Sheffield Weds,Bolton,4.0,2.0,H,2.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01134
E0,1996-01-01,,1995/96,Tottenham,Man United,4.0,1.0,H,2.0,1.0,H,,,,,,,,,,,,,,,,,,,EPL-01135
E0,1996-01-01,,1995/96,Wimbledon,Everton,2.0,3.0,A,0.0,3.0,A,,,,,,,,,,,,,,,,,,,EPL-01136
E0,1996-01-02,,1995/96,Newcastle,Arsenal,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01137
E0,1996-01-02,,1995/96,QPR,Chelsea,1.0,2.0,A,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01138
E0,1996-01-13,,1995/96,Bolton,Wimbledon,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01139
E0,1996-01-13,,1995/96,Everton,Chelsea,1.0,1.0,D,1.0,1.0,D,,,,,,,,,,,,,,,,,,,EPL-01140
E0,1996-01-13,,1995/96,Leeds,West Ham,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01141
E0,1996-01-13,,1995/96,Man United,Aston Villa,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01142
E0,1996-01-13,,1995/96,Middlesbrough,Arsenal,2.0,3.0,A,1.0,1.0,D,,,,,,,,,,,,,,,,,,,EPL-01143
E0,1996-01-13,,1995/96,Nott'm Forest,Southampton,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01144
E0,1996-01-13,,1995/96,QPR,Blackburn,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01145
E0,1996-01-13,,1995/96,Sheffield Weds,Liverpool,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01146
E0,1996-01-13,,1995/96,Tottenham,Man City,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01147
E0,1996-01-14,,1995/96,Coventry,Newcastle,0.0,1.0,A,0.0,1.0,A,,,,,,,,,,,,,,,,,,,EPL-01148
E0,1996-01-20,,1995/96,Arsenal,Everton,1.0,2.0,A,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01149
E0,1996-01-20,,1995/96,Blackburn,Sheffield Weds,3.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01150
E0,1996-01-20,,1995/96,Chelsea,Nott'm Forest,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01151
E0,1996-01-20,,1995/96,Liverpool,Leeds,5.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01152
E0,1996-01-20,,1995/96,Man City,Coventry,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01153
E0,1996-01-20,,1995/96,Newcastle,Bolton,2.0,1.0,H,2.0,1.0,H,,,,,,,,,,,,,,,,,,,EPL-01154
E0,1996-01-20,,1995/96,Southampton,Middlesbrough,2.0,1.0,H,0.0,1.0,A,,,,,,,,,,,,,,,,,,,EPL-01155
E0,1996-01-20,,1995/96,Wimbledon,QPR,2.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01156
E0,1996-01-21,,1995/96,Aston Villa,Tottenham,2.0,1.0,H,1.0,1.0,D,,,,,,,,,,,,,,,,,,,EPL-01157
E0,1996-01-23,,1995/96,West Ham,Man United,0.0,1.0,A,0.0,1.0,A,,,,,,,,,,,,,,,,,,,EPL-01158
E0,1996-01-31,,1995/96,Aston Villa,Liverpool,0.0,2.0,A,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01159
E0,1996-01-31,,1995/96,Nott'm Forest,Leeds,2.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01160
E0,1996-01-31,,1995/96,Southampton,Man City,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01161
E0,1996-01-31,,1995/96,West Ham,Coventry,3.0,2.0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01162
E0,1996-02-03,,1995/96,Arsenal,Coventry,1.0,1.0,D,1.0,1.0,D,,,,,,,,,,,,,,,,,,,EPL-01163
E0,1996-02-03,,1995/96,Aston Villa,Leeds,3.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01164
E0,1996-02-03,,1995/96,Blackburn,Bolton,3.0,1.0,H,1.0,1.0,D,,,,,,,,,,,,,,,,,,,EPL-01165
E0,1996-02-03,,1995/96,Liverpool,Tottenham,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01166
E0,1996-02-03,,1995/96,Man City,QPR,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01167
E0,1996-02-03,,1995/96,Newcastle,Sheffield Weds,2.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01168
E0,1996-02-03,,1995/96,Southampton,Everton,2.0,2.0,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01169
E0,1996-02-03,,1995/96,West Ham,Nott'm Forest,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01170
E0,1996-02-03,,1995/96,Wimbledon,Man United,2.0,4.0,A,0.0,2.0,A,,,,,,,,,,,,,,,,,,,EPL-01171
E0,1996-02-04,,1995/96,Chelsea,Middlesbrough,5.0,0.0,H,3.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01172
E0,1996-02-10,,1995/96,Bolton,Aston Villa,0.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,,,,,,,,EPL-01173
E0,1996-02-10,,1995/96,Coventry,Chelsea,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01174
E0,1996-02-10,,1995/96,Everton,Man City,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01175
E0,1996-02-10,,1995/96,Man United,Blackburn,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01176
E0,1996-02-10,,1995/96,Middlesbrough,Newcastle,1.0,2.0,A,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01177
E0,1996-02-10,,1995/96,Nott'm Forest,Arsenal,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01178
E0,1996-02-10,,1995/96,Sheffield Weds,Wimbledon,2.0,1.0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01179
E0,1996-02-11,,1995/96,QPR,Liverpool,1.0,2.0,A,0.0,2.0,A,,,,,,,,,,,,,,,,,,,EPL-01180
E0,1996-02-12,,1995/96,Tottenham,West Ham,0.0,1.0,A,0.0,1.0,A,,,,,,,,,,,,,,,,,,,EPL-01181
E0,1996-02-17,,1995/96,Chelsea,West Ham,1.0,2.0,A,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01182
E0,1996-02-17,,1995/96,Middlesbrough,Bolton,1.0,4.0,A,1.0,2.0,A,,,,,,,,,,,,,,,,,,,EPL-01183
E0,1996-02-17,,1995/96,Sheffield Weds,QPR,1.0,3.0,A,1.0,1.0,D,,,,,,,,,,,,,,,,,,,EPL-01184
E0,1996-02-21,,1995/96,Man United,Everton,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01185
E0,1996-02-21,,1995/96,West Ham,Newcastle,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01186
E0,1996-02-24,,1995/96,Blackburn,Liverpool,2.0,3.0,A,1.0,2.0,A,,,,,,,,,,,,,,,,,,,EPL-01187
E0,1996-02-24,,1995/96,Coventry,Middlesbrough,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01188
E0,1996-02-24,,1995/96,Everton,Nott'm Forest,3.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01189
E0,1996-02-24,,1995/96,Man City,Newcastle,3.0,3.0,D,1.0,1.0,D,,,,,,,,,,,,,,,,,,,EPL-01190
E0,1996-02-24,,1995/96,Southampton,Chelsea,2.0,3.0,A,2.0,2.0,D,,,,,,,,,,,,,,,,,,,EPL-01191
E0,1996-02-24,,1995/96,Tottenham,Sheffield Weds,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01192
E0,1996-02-24,,1995/96,West Ham,Arsenal,0.0,1.0,A,0.0,1.0,A,,,,,,,,,,,,,,,,,,,EPL-01193
E0,1996-02-24,,1995/96,Wimbledon,Aston Villa,3.0,3.0,D,1.0,1.0,D,,,,,,,,,,,,,,,,,,,EPL-01194
E0,1996-02-25,,1995/96,Bolton,Man United,0.0,6.0,A,0.0,2.0,A,,,,,,,,,,,,,,,,,,,EPL-01195
E0,1996-02-28,,1995/96,Aston Villa,Blackburn,2.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01196
E0,1996-03-02,,1995/96,Coventry,West Ham,2.0,2.0,D,2.0,2.0,D,,,,,,,,,,,,,,,,,,,EPL-01197
E0,1996-03-02,,1995/96,Leeds,Bolton,0.0,1.0,A,0.0,1.0,A,,,,,,,,,,,,,,,,,,,EPL-01198
E0,1996-03-02,,1995/96,Man City,Blackburn,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01199
E0,1996-03-02,,1995/96,Middlesbrough,Everton,0.0,2.0,A,0.0,2.0,A,,,,,,,,,,,,,,,,,,,EPL-01200
E0,1996-03-02,,1995/96,QPR,Arsenal,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01201
E0,1996-03-02,,1995/96,Sheffield Weds,Nott'm Forest,1.0,3.0,A,0.0,1.0,A,,,,,,,,,,,,,,,,,,,EPL-01202
E0,1996-03-02,,1995/96,Tottenham,Southampton,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01203
E0,1996-03-02,,1995/96,Wimbledon,Chelsea,1.0,1.0,D,1.0,1.0,D,,,,,,,,,,,,,,,,,,,EPL-01204
E0,1996-03-03,,1995/96,Liverpool,Aston Villa,3.0,0.0,H,3.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01205
E0,1996-03-04,,1995/96,Newcastle,Man United,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01206
E0,1996-03-05,,1995/96,Arsenal,Man City,3.0,1.0,H,2.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01207
E0,1996-03-06,,1995/96,Aston Villa,Sheffield Weds,3.0,2.0,H,0.0,1.0,A,,,,,,,,,,,,,,,,,,,EPL-01208
E0,1996-03-06,,1995/96,QPR,Leeds,1.0,2.0,A,1.0,2.0,A,,,,,,,,,,,,,,,,,,,EPL-01209
E0,1996-03-09,,1995/96,Aston Villa,QPR,4.0,2.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01210
E0,1996-03-09,,1995/96,Everton,Coventry,2.0,2.0,D,2.0,1.0,H,,,,,,,,,,,,,,,,,,,EPL-01211
E0,1996-03-09,,1995/96,West Ham,Middlesbrough,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01212
E0,1996-03-12,,1995/96,Chelsea,Man City,1.0,1.0,D,1.0,1.0,D,,,,,,,,,,,,,,,,,,,EPL-01213
E0,1996-03-13,,1995/96,Blackburn,Leeds,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01214
E0,1996-03-13,,1995/96,Liverpool,Wimbledon,2.0,2.0,D,1.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01215
E0,1996-03-16,,1995/96,Coventry,Bolton,0.0,2.0,A,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01216
E0,1996-03-16,,1995/96,Liverpool,Chelsea,2.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01217
E0,1996-03-16,,1995/96,Man City,Southampton,2.0,1.0,H,2.0,0.0,H,,,,,,,,,,,,,,,,,,,EPL-01218
E0,1996-03-16,,1995/96,Middlesbrough,Nott'm Forest,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01219
E0,1996-03-16,,1995/96,QPR,Man United,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01220
E0,1996-03-16,,1995/96,Sheffield Weds,Aston Villa,2.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01221
E0,1996-03-16,,1995/96,Tottenham,Blackburn,2.0,3.0,A,0.0,2.0,A,,,,,,,,,,,,,,,,,,,EPL-01222
E0,1996-03-16,,1995/96,Wimbledon,Arsenal,0.0,3.0,A,0.0,0.0,D,,,,,,,,,,,,,,,,,,,EPL-01223
